,"New & Change in May 1, 2026",,,,,,
,New Products,,,,,,
,,,,,,,
,Category,Item #,Item Type,Notes,Description, MSRP  ,EAN Code
,WAVE - Appliance,WRT-P-5205L-16TB,WAVE Recording Server (Linux OS),"2 Weeks Lead Time
Price increase from $7,660.00 to $8,430.00","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included"," $8,430.00 ",849688024232 
,WAVE - Appliance,WRT-P-5205L-24TB,WAVE Recording Server (Linux OS),"2 Weeks Lead Time
Price increase from $8,240.00 to $9,070.00","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 24TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included"," $9,070.00 ",849688024249 
,WAVE - Appliance,WRT-P-5205L-36TB,WAVE Recording Server (Linux OS),"2 Weeks Lead Time
Price increase from $9,410.00 to $10,360.00","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 36TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included"," $10,360.00 ",849688024256 
,WAVE - Appliance,WRN-1632S-4TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,495.00 to $4,080.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,080.00 ",849688022818 
,WAVE - Appliance,WRN-1632S-6TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,650.00 to $4,320.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,320.00 ",849688022825 
,WAVE - Appliance,WRN-1632S-8TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,795.00 to $4,560.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,560.00 ",849688022832 
,WAVE - Appliance,WRN-1632S-12TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $4,040.00 to $4,800.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,800.00 ",849688022849 
,WAVE - Appliance,WRN-1632S-18TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $4,430.00 to $5,400.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 18TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $5,400.00 ",849688022856 
,WAVE - Appliance,WRN-1632S-24TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $4,865.00 to $6,000.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 24TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $6,000.00 ",849688022863 
,WAVE - Appliance,WRN-1632S-30TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $5,060.00 to $6,600.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 30TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $6,600.00 ",849688022870 
,WAVE - Appliance,WRN-1632S-40TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $5,660.00 to $7,600.00","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 40TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $7,600.00 ",849688022887 
,WAVE - Appliance,WRN-1632-4TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $3,195.00 to $3,780.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $3,780.00 ",849688022894 
,WAVE - Appliance,WRN-1632-6TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $3,350.00 to $4,020.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,020.00 ",849688022900 
,WAVE - Appliance,WRN-1632-8TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $3,495.00 to $4,260.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,260.00 ",849688022917 
,WAVE - Appliance,WRN-1632-12TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $3,740.00 to $4,500.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,500.00 ",849688022924 
,WAVE - Appliance,WRN-1632-18TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $4,130.00 to $5,100.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 18TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $5,100.00 ",849688022931 
,WAVE - Appliance,WRN-1632-24TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $4,565.00 to $5,700.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 24TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $5,700.00 ",849688022948 
,WAVE - Appliance,WRN-1632-30TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $4,760.00 to $6,300.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 30TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $6,300.00 ",849688022955 
,WAVE - Appliance,WRN-1632-40TB,WAVE recording server,"3 Weeks Lead Time
Price increase from $5,360.00 to $7,300.00","2U WAVE NVR (Intel based) with 4 Professional licenses, 40TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $7,300.00 ",849688022962 
,WAVE - Appliance,WRN-816S-4TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $2,995.00 to $3,580.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $3,580.00 ",849688022979 
,WAVE - Appliance,WRN-816S-6TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,150.00 to $3,820.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $3,820.00 ",849688022986 
,WAVE - Appliance,WRN-816S-8TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,295.00 to $4,060.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,060.00 ",849688022993 
,WAVE - Appliance,WRN-816S-12TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,540.00 to $4,300.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,300.00 ",849688023006 
,WAVE - Appliance,WRN-816S-16TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,830.00 to $4,700.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 16TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $4,700.00 ",849688023013 
,WAVE - Appliance,WRN-816S-20TB,WAVE recording server with PoE+,"3 Weeks Lead Time
Price increase from $3,960.00 to $5,100.00","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 20TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs"," $5,100.00 ",849688023020 
,Wave - Appliance,WRR-P-E201W2-16TB,Wave Recording Server (Windows IoT OS)," 
Price increase from $12,115.00 to $16,960.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw (10TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $16,960.00 ",849688024737 
,Wave - Appliance,WRR-P-E201W2-32TB,Wave Recording Server (Windows IoT OS)," 
Price increase from $14,025.00 to $19,540.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 32TB raw (21TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $19,540.00 ",849688024744 
,Wave - Appliance,WRR-P-E201W2-48TB,Wave Recording Server (Windows IoT OS)," 
Price increase from $15,000.00 to $20,850.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 48TB raw (32TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $20,850.00 ",849688024751 
,Wave - Appliance,WRR-P-E201W2-64TB,Wave Recording Server (Windows IoT OS)," 
Price increase from $15,535.00 to $21,570.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 64TB raw (43TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $21,570.00 ",849688024768 
,Wave - Appliance,WRR-P-E201W2-80TB,Wave Recording Server (Windows IoT OS)," 
Price increase from $17,630.00 to $24,380.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 80TB raw (54TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $24,380.00 ",849688024775 
,Wave - Appliance,WRR-P-E201S2-16TB,Wave Recording Server (Windows Server OS)," 
Price increase from $15,315.00 to $21,310.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw (10TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows Server 2022, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $21,310.00 ",849688024782 
,Wave - Appliance,WRR-P-E201S2-32TB,Wave Recording Server (Windows Server OS)," 
Price increase from $17,225.00 to $23,880.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 32TB raw (21TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows Server 2022, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $23,880.00 ",849688024799 
,Wave - Appliance,WRR-P-E201S2-48TB,Wave Recording Server (Windows Server OS)," 
Price increase from $18,205.00 to $25,190.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 48TB raw (32TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows Server 2022, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $25,190.00 ",849688024805 
,Wave - Appliance,WRR-P-E201S2-64TB,Wave Recording Server (Windows Server OS)," 
Price increase from $18,735.00 to $25,910.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 64TB raw (43TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows Server 2022, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $25,910.00 ",849688024812 
,Wave - Appliance,WRR-P-E201S2-80TB,Wave Recording Server (Windows Server OS)," 
Price increase from $20,830.00 to $28,720.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 80TB raw (54TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Windows Server 2022, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $28,720.00 ",849688024829 
,Wave - Appliance,WRR-P-E201L2-16TB,Wave Recording Server (Ubuntu OS)," 
Price increase from $11,935.00 to $16,720.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw (10TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Ubuntu 22.04, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $16,720.00 ",849688024836 
,Wave - Appliance,WRR-P-E201L2-32TB,Wave Recording Server (Ubuntu OS)," 
Price increase from $13,845.00 to $19,300.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 32TB raw (21TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Ubuntu 22.04, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $19,300.00 ",849688024843 
,Wave - Appliance,WRR-P-E201L2-48TB,Wave Recording Server (Ubuntu OS)," 
Price increase from $14,825.00 to $20,610.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 48TB raw (32TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Ubuntu 22.04, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $20,610.00 ",849688024850 
,Wave - Appliance,WRR-P-E201L2-64TB,Wave Recording Server (Ubuntu OS)," 
Price increase from $15,355.00 to $21,330.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 64TB raw (43TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Ubuntu 22.04, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $21,330.00 ",849688024867 
,Wave - Appliance,WRR-P-E201L2-80TB,Wave Recording Server (Ubuntu OS)," 
Price increase from $17,450.00 to $24,140.00","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 80TB raw (54TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon 6333P, 16GB DDR5 (2x8GB) RAM, Nvidia T400,  Dual 480GB SSD OS drives (RAID 1), Ubuntu 22.04, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 4x mDP,  2 x  1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included"," $24,140.00 ",849688024874 
,Wave - Appliance,WRR-P-S204W-48TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $22,680.00 to $27,220.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 48TB raw (29TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $27,220.00 ",849688021798 
,Wave - Appliance,WRR-P-S204W-96TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $26,988.00 to $32,390.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 96TB raw (72TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $32,390.00 ",849688021804 
,Wave - Appliance,WRR-P-S204W-112TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $30,625.00 to $36,750.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 112TB raw (87TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $36,750.00 ",849688021811 
,Wave - Appliance,WRR-P-S204W-128TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $31,960.00 to $38,360.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 128TB raw (101TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $38,360.00 ",849688021828 
,Wave - Appliance,WRR-P-S204W-144TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $33,286.00 to $39,950.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 144TB raw (116TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $39,950.00 ",849688021835 
,Wave - Appliance,WRR-P-S204W-160TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $34,620.00 to $41,550.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 160TB raw (131TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $41,550.00 ",849688021842 
,Wave - Appliance,WRR-P-S204W-176TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $35,000.00 to $42,000.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 176TB raw (145TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $42,000.00 ",849688021859 
,Wave - Appliance,WRR-P-S204W-200TB,Wave Recording Server (Windows IoT OS),"2 Weeks Lead Time
Price increase from $36,091.00 to $43,310.00","2U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 200TB raw (163TB usable after disk formatting & RAID 5 configuration), 1200 Mbps recording B/W, 12 HDD Bay (3.5""), Intel Xeon 4410Y, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 8GB NV cache, mDP output, VGA output, 4 x 1GbE NICs, IPMI, Redundant 800W power supplies, Keyboard and mouse included, Rail kit included"," $43,310.00 ",849688021866 
